# p	 frac_lmcc_rr
0.55	0.535714285714
0.551515151515	0.928571428571
0.55303030303	0.0357142857143
0.554545454545	0.214285714286
0.556060606061	0.535714285714
0.557575757576	0.642857142857
0.559090909091	0.535714285714
0.560606060606	0.275862068966
0.562121212121	0.48275862069
0.563636363636	0.793103448276
0.565151515152	0.724137931034
0.566666666667	0.103448275862
0.568181818182	0.103448275862
0.569696969697	0.103448275862
0.571212121212	0.0344827586207
0.572727272727	0.896551724138
0.574242424242	0.0689655172414
0.575757575758	0.862068965517
0.577272727273	0.827586206897
0.578787878788	0.51724137931
0.580303030303	0.1
0.581818181818	0.8
0.583333333333	0.8
0.584848484848	0.933333333333
0.586363636364	0.6
0.587878787879	0.933333333333
0.589393939394	0.833333333333
0.590909090909	0.833333333333
0.592424242424	0.1
0.593939393939	0.5
0.595454545455	0.3
0.59696969697	0.833333333333
0.598484848485	0.266666666667
0.6	0.866666666667
0.601515151515	1.0
0.60303030303	0.322580645161
0.604545454545	0.0645161290323
0.606060606061	0.0967741935484
0.607575757576	0.451612903226
0.609090909091	0.0322580645161
0.610606060606	0.741935483871
0.612121212121	0.0967741935484
0.613636363636	0.838709677419
0.615151515152	0.774193548387
0.616666666667	0.774193548387
0.618181818182	0.258064516129
0.619696969697	0.0967741935484
0.621212121212	0.0625
0.622727272727	0.84375
0.624242424242	0.25
0.625757575758	0.84375
0.627272727273	0.09375
0.628787878788	0.09375
0.630303030303	0.75
0.631818181818	0.78125
0.633333333333	0.40625
0.634848484848	0.90625
0.636363636364	0.09375
0.637878787879	0.96875
0.639393939394	0.96875
0.640909090909	0.939393939394
0.642424242424	0.0909090909091
0.643939393939	0.030303030303
0.645454545455	0.636363636364
0.64696969697	0.545454545455
0.648484848485	0.0606060606061
0.65	0.575757575758
0.651515151515	0.818181818182
0.65303030303	0.909090909091
0.654545454545	0.848484848485
0.656060606061	1.0
0.657575757576	0.0606060606061
0.659090909091	0.787878787879
0.660606060606	0.794117647059
0.662121212121	0.558823529412
0.663636363636	0.911764705882
0.665151515152	0.588235294118
0.666666666667	0.147058823529
0.668181818182	0.558823529412
0.669696969697	0.647058823529
0.671212121212	0.0882352941176
0.672727272727	0.0882352941176
0.674242424242	0.852941176471
0.675757575758	0.911764705882
0.677272727273	0.705882352941
0.678787878788	0.294117647059
0.680303030303	0.971428571429
0.681818181818	0.971428571429
0.683333333333	0.971428571429
0.684848484848	0.0571428571429
0.686363636364	0.8
0.687878787879	0.914285714286
0.689393939394	0.942857142857
0.690909090909	0.742857142857
0.692424242424	1.0
0.693939393939	0.942857142857
0.695454545455	0.857142857143
0.69696969697	0.742857142857
0.698484848485	0.914285714286
0.7	0.714285714286
