# p	 frac_lmcc_rr
0.55	0.000908677873694
0.551515151515	0.000906207521522
0.55303030303	0.000903750564844
0.554545454545	0.000901306894998
0.556060606061	0.000898876404494
0.557575757576	0.000896458987001
0.559090909091	0.000894054537327
0.560606060606	0.000445831475702
0.562121212121	0.000889284126278
0.563636363636	0.000886917960089
0.565151515152	0.000884564352057
0.566666666667	0.00088222320247
0.568181818182	0.00087989441267
0.569696969697	0.000877577885037
0.571212121212	0.000875273522976
0.572727272727	0.000872981230904
0.574242424242	0.000870700914236
0.575757575758	0.000868055555556
0.577272727273	0.000865800865801
0.578787878788	0.000863557858377
0.580303030303	0.000861326442722
0.581818181818	0.00085910652921
0.583333333333	0.000856898029135
0.584848484848	0.000854700854701
0.586363636364	0.000852514919011
0.587878787879	0.000850340136054
0.589393939394	0.000848176420696
0.590909090909	0.000846023688663
0.592424242424	0.00084388185654
0.593939393939	0.000841750841751
0.595454545455	0.000839630562552
0.59696969697	0.000837520938023
0.598484848485	0.000835421888053
0.6	0.000833333333333
0.601515151515	0.000830909846282
0.60303030303	0.589722337339
0.604545454545	0.000826787928896
0.606060606061	0.539381443299
0.607575757576	0.612093788564
0.609090909091	0.000820681165367
0.610606060606	0.606631191158
0.612121212121	0.000408329930584
0.613636363636	0.00081466395112
0.615151515152	0.635920357578
0.616666666667	0.608836643697
0.618181818182	0.563687828548
0.619696969697	0.570794675272
0.621212121212	0.604426559356
0.622727272727	0.616619831393
0.624242424242	0.640368442131
0.625757575758	0.630990415335
0.627272727273	0.632669322709
0.628787878788	0.694356120827
0.630303030303	0.635210150674
0.631818181818	0.660996835443
0.633333333333	0.621546961326
0.634848484848	0.699606299213
0.636363636364	0.688531029065
0.637878787879	0.690047021944
0.639393939394	0.58287724785
0.640909090909	0.676287051482
0.642424242424	0.6953307393
0.643939393939	0.649844720497
0.645454545455	0.698683191325
0.64696969697	0.727975270479
0.648484848485	0.715111796453
0.65	0.706923076923
0.651515151515	0.741848868431
0.65303030303	0.760811327976
0.654545454545	0.770141275296
0.656060606061	0.729904761905
0.657575757576	0.702014443177
0.659090909091	0.689419795222
0.660606060606	0.746121831252
0.662121212121	0.704416761042
0.663636363636	0.75593220339
0.665151515152	0.73618940248
0.666666666667	0.74690663667
0.668181818182	0.748222970445
0.669696969697	0.762971257932
0.671212121212	0.73147113594
0.672727272727	0.765886287625
0.674242424242	0.750463477938
0.675757575758	0.778476331361
0.677272727273	0.745018450185
0.678787878788	0.777614138439
0.680303030303	0.778471711976
0.681818181818	0.743035190616
0.683333333333	0.79992684711
0.684848484848	0.773722627737
0.686363636364	0.76365622724
0.687878787879	0.763444767442
0.689393939394	0.802755620015
0.690909090909	0.793053545586
0.692424242424	0.825270758123
0.693939393939	0.791786743516
0.695454545455	0.768152408339
0.69696969697	0.803802008608
0.698484848485	0.764495347173
0.7	0.781428571429
