# p	 frac_lmcc_rr
0.59	0.81906779661
0.590404040404	0.773920406435
0.590808080808	0.770304568528
0.591212121212	0.829598308668
0.591616161616	0.852133502324
0.59202020202	0.798227100042
0.592424242424	0.794936708861
0.592828282828	0.844013490725
0.593232323232	0.858828487147
0.593636363636	0.829473684211
0.59404040404	0.826251577619
0.594444444444	0.838099243061
0.594848484848	0.81512605042
0.595252525253	0.853484466835
0.595656565657	0.81661770877
0.596060606061	0.85786163522
0.596464646465	0.868398994132
0.596868686869	0.825795644891
0.597272727273	0.859832635983
0.597676767677	0.863237139272
0.598080808081	0.828666945257
0.598484848485	0.87134502924
0.598888888889	0.825542570952
0.599292929293	0.864053377815
0.599696969697	0.854939558149
0.600101010101	0.85381091212
0.600505050505	0.802330420308
0.600909090909	0.852745424293
0.601313131313	0.882793017456
0.601717171717	0.883672621521
0.602121212121	0.889580738896
0.602525252525	0.846536706761
0.602929292929	0.844941956882
0.603333333333	0.846313173157
0.603737373737	0.864596273292
0.604141414141	0.877120397187
0.604545454545	0.871021083092
0.604949494949	0.860743801653
0.605353535354	0.845995045417
0.605757575758	0.877887788779
0.606161616162	0.883298969072
0.606565656566	0.88051091883
0.60696969697	0.903212520593
0.607373737374	0.883127572016
0.607777777778	0.909950657895
0.608181818182	0.867242087957
0.608585858586	0.886652977413
0.60898989899	0.860837438424
0.609393939394	0.926989335521
0.609797979798	0.90368852459
0.610202020202	0.859893486276
0.610606060606	0.886205485059
0.61101010101	0.879754601227
0.611414141414	0.900245298446
0.611818181818	0.863153594771
0.612222222222	0.864026133116
0.612626262626	0.886576907385
0.61303030303	0.905014268243
0.613434343434	0.880195599022
0.613838383838	0.899429967427
0.614242424242	0.891330891331
0.614646464646	0.894265961773
0.615050505051	0.909386428281
0.615454545455	0.890333062551
0.615858585859	0.902191558442
0.616262626263	0.91403081914
0.616666666667	0.88123226591
0.617070707071	0.861887403807
0.617474747475	0.914574898785
0.617878787879	0.877022653722
0.618282828283	0.898544866613
0.618686868687	0.891313131313
0.619090909091	0.910375454178
0.619494949495	0.9200968523
0.619898989899	0.904032258065
0.620303030303	0.903303787268
0.620707070707	0.900120821587
0.621111111111	0.906639839034
0.621515151515	0.910333735424
0.621919191919	0.890675241158
0.622323232323	0.91686746988
0.622727272727	0.89120835006
0.623131313131	0.900521460088
0.623535353535	0.897394789579
0.623939393939	0.904647435897
0.624343434343	0.908326661329
0.624747474747	0.925170068027
0.625151515152	0.914434226309
0.625555555556	0.920095884938
0.62595959596	0.909744408946
0.626363636364	0.919792498005
0.626767676768	0.924641148325
0.627171717172	0.901554404145
0.627575757576	0.911987256073
0.62797979798	0.917595541401
0.628383838384	0.91169451074
0.628787878788	0.893084260731
0.629191919192	0.916964640445
0.629595959596	0.905915045653
0.63	0.91626984127
